date,Close,High,Low,Open,Volume
2024/6/5,155.1239929,156.4730072,155.1109924,155.1239929,0
2024/6/6,155.9290009,156.3959961,155.4069977,155.9290009,0
2024/6/7,155.6970062,157.0670013,155.1419983,155.6970062,0
2024/6/10,156.8329926,157.1860046,156.7230072,156.8329926,0
2024/6/11,157.0399933,157.3880005,156.8110046,157.0399933,0
2024/6/12,157.1049957,157.3650055,155.7290039,157.1049957,0
2024/6/13,156.8000031,157.3000031,156.5769958,156.8000031,0
2024/6/14,157.128006,158.246994,156.8999939,157.128006,0
2024/6/17,157.5460052,157.9519958,157.1699982,157.5460052,0
2024/6/18,157.6999969,158.2279968,157.5249939,157.6999969,0
2024/6/19,157.8710022,157.9450073,157.6130066,157.8710022,0
2024/6/20,157.9579926,158.7720032,157.9559937,157.9579926,0
2024/6/21,158.9309998,159.6080017,158.6860046,158.9309998,0
2024/6/24,159.8609924,159.9129944,159.0180054,159.8609924,0
2024/6/25,159.6860046,159.75,159.253006,159.6860046,0
2024/6/26,159.6860046,160.8029938,159.6629944,159.6860046,0
2024/6/27,160.6210022,160.723999,160.3139954,160.6210022,0
2024/6/28,160.6869965,161.2409973,160.2769928,160.6869965,0
2024/7/1,160.9069977,161.7149963,160.8190002,160.9069977,0
2024/7/2,161.5119934,161.7299957,161.2850037,161.5119934,0
2024/7/3,161.5039978,161.9420013,160.8650055,161.5039978,0
2024/7/4,161.6210022,161.5859985,160.9550018,161.6210022,0
2024/7/5,161.3580017,161.371994,160.4459991,161.3580017,0
2024/7/8,160.6380005,161.1069946,160.2720032,160.6380005,0
2024/7/9,160.8569946,161.4949951,160.746994,160.8569946,0
2024/7/10,161.3309937,161.7400055,161.3000031,161.3309937,0
2024/7/11,161.6069946,161.746994,157.4889984,161.6069946,0
2024/7/12,158.201004,159.3760071,157.3789978,158.201004,0
2024/7/15,158.3130035,158.3580017,157.7539978,158.3130035,0
2024/7/16,158.1410065,158.8410034,158.1130066,158.1410065,0
2024/7/17,158.3500061,158.5780029,156.1199951,158.3500061,0
2024/7/18,155.6860046,156.9850006,155.496994,155.6860046,0
2024/7/19,157.1499939,157.8549957,156.9779968,157.1499939,0
2024/7/22,157.4219971,157.6049957,156.298996,157.4219971,0
2024/7/23,156.8910065,156.9029999,155.8289948,156.8910065,0
2024/7/24,155.7680054,155.977005,153.1109924,155.7680054,0
2024/7/25,153.8910065,154.151001,151.9669952,153.8910065,0
2024/7/26,153.6970062,154.7310028,153.2619934,153.6970062,0
2024/7/29,154.1390076,154.3370056,153.0630035,154.1390076,0
2024/7/30,153.8329926,155.1900024,153.6560059,153.8329926,0
2024/7/31,152.6699982,153.5809937,149.6640015,152.6699982,0
2024/8/1,149.7440033,150.8569946,148.5050049,149.7440033,0
2024/8/2,149.201004,149.7640076,146.423996,149.201004,0
2024/8/5,145.5839996,145.9179993,141.6970062,145.5839996,0
2024/8/6,145.7899933,146.2570038,144.0630035,145.7899933,0
2024/8/7,144.7319946,147.8220062,144.5540009,144.7319946,0
2024/8/8,146.1239929,147.4750061,145.470993,146.1239929,0
2024/8/9,147.6690063,147.7359924,146.3119965,147.6690063,0
2024/8/12,147.0420074,148.201004,146.6990051,147.0420074,0
2024/8/13,146.9819946,147.9299927,146.9109955,146.9819946,0
2024/8/14,146.970993,147.552002,146.0809937,146.970993,0
2024/8/15,147.253006,149.2630005,147.0630035,147.253006,0
2024/8/16,149.2220001,149.2299957,147.6390076,149.2220001,0
2024/8/19,147.9559937,147.9589996,145.220993,147.9559937,0
2024/8/20,146.6990051,147.3190002,145.5339966,146.6990051,0
2024/8/21,145.3470001,146.3390045,144.9810028,145.3470001,0
2024/8/22,145.1179962,146.4700012,144.947998,145.1179962,0
2024/8/23,146.2019958,146.4730072,144.6049957,146.2019958,0
2024/8/26,144,144.5789948,143.4600067,144,0
2024/8/27,144.5160065,145.1529999,144.1649933,144.5160065,0
2024/8/28,143.9750061,145.0249939,143.9120026,143.9750061,0
2024/8/29,144.4329987,145.5249939,144.2830048,144.4329987,0
2024/8/30,144.8899994,145.9620056,144.7019958,144.8899994,0
2024/9/2,146.3809967,147.1190033,145.7960052,146.3809967,0
2024/9/3,146.7220001,147.1880035,145.1679993,146.7220001,0
2024/9/4,145.3529968,145.5379944,144.0269928,145.3529968,0
2024/9/5,143.3240051,144.2039948,142.8540039,143.3240051,0
2024/9/6,143.3930054,143.8480072,141.7649994,143.3930054,0
2024/9/9,142.4859924,143.7859955,142.4450073,142.4859924,0
2024/9/10,143.177002,143.6750031,142.2619934,143.177002,0
2024/9/11,142.2339935,142.4680023,140.7180023,142.2339935,0
2024/9/12,142.5899963,143.0110016,141.9129944,142.5899963,0
2024/9/13,141.4989929,141.5269928,140.3619995,141.4989929,0
2024/9/16,140.7899933,140.8990021,139.5780029,140.7899933,0
2024/9/17,140.7899933,141.8500061,140.322998,140.7899933,0
2024/9/18,142.0149994,142.0509949,141.2440033,142.0149994,0
2024/9/19,142.7100067,143.9349976,142.0650024,142.7100067,0
2024/9/20,142.8580017,144.4759979,141.7630005,142.8580017,0
2024/9/23,144.0039978,144.4389954,143.1959991,144.0039978,0
2024/9/24,143.6380005,144.6649933,143.4120026,143.6380005,0
2024/9/25,142.9629974,144.5879974,142.9360046,142.9629974,0
2024/9/26,144.6829987,145.1880035,144.1170044,144.6829987,0
2024/9/27,145.076004,146.4620056,142.4539948,145.076004,0
2024/9/30,142.7830048,143.3560028,141.6470032,142.7830048,0
2024/10/1,143.7100067,144.4960022,143.022995,143.7100067,0
2024/10/2,143.7359924,146.2519989,143.5319977,143.7359924,0
2024/10/3,146.5820007,147.2100067,146.3329926,146.5820007,0
2024/10/4,146.8399963,148.7380066,145.9420013,146.8399963,0
2024/10/7,148.8200073,148.7879944,147.8630066,148.8200073,0
2024/10/8,148.1459961,148.3509979,147.3880005,148.1459961,0
2024/10/9,148.1589966,149.2579956,148.0249939,148.1589966,0
2024/10/10,149.1600037,149.5299988,148.4179993,149.1600037,0
2024/10/11,148.7039948,149.2630005,148.3990021,148.7039948,0
2024/10/14,149.3339996,149.9490051,149.1459961,149.3339996,0
2024/10/15,149.6699982,149.7400055,148.8529968,149.6699982,0
2024/10/16,149.098999,149.7350006,148.9299927,149.098999,0
2024/10/17,149.576004,150.1380005,149.2570038,149.576004,0
2024/10/18,150.1000061,150.1390076,149.5149994,150.1000061,0
2024/10/21,149.6000061,150.4869995,149.095993,149.6000061,0
2024/10/22,150.6049957,151.1289978,150.5180054,150.6049957,0
2024/10/23,151.1380005,153.1649933,151.1519928,151.1380005,0
2024/10/24,152.7689972,152.7680054,151.7839966,152.7689972,0
2024/10/25,151.7830048,152.1399994,151.4940033,151.7830048,0
2024/10/28,152.9519958,153.8679962,152.4210052,152.9519958,0
2024/10/29,153.1790009,153.8399963,152.7680054,153.1790009,0
2024/10/30,153.2740021,153.4720001,152.8000031,153.2740021,0
2024/10/31,153.2039948,153.5559998,151.9219971,153.2039948,0
2024/11/1,151.9799957,153.0019989,151.8350067,151.9799957,0
2024/11/4,152.2870026,152.2850037,151.5509949,152.2870026,0
2024/11/5,152.276001,152.5310059,151.7960052,152.276001,0
2024/11/6,151.4349976,154.6499939,151.3430023,151.4349976,0
2024/11/7,154.3200073,154.7019958,152.8609924,154.3200073,0
2024/11/8,153.1799927,153.3529968,152.1710052,153.1799927,0
2024/11/11,152.904007,153.9440002,152.8699951,152.904007,0
2024/11/12,153.4799957,154.7599945,153.4109955,153.4799957,0
2024/11/13,154.6549988,155.2920074,154.3500061,154.6549988,0
2024/11/14,155.4290009,156.2380066,155.4259949,155.4290009,0
2024/11/15,156.4680023,156.7460022,154.5299988,156.4680023,0
2024/11/18,154.6640015,155.3399963,153.8639984,154.6640015,0
2024/11/19,154.6170044,154.6450043,153.3970032,154.6170044,0
2024/11/20,154.7180023,155.871994,154.6119995,154.7180023,0
2024/11/21,155.2949982,155.2700043,153.9519958,155.2949982,0
2024/11/22,154.2180023,154.9790039,153.9750061,154.2180023,0
2024/11/25,154.1459961,154.6959991,153.5500031,154.1459961,0
2024/11/26,154.378006,154.3739929,153.0249939,154.378006,0
2024/11/27,153.0090027,153.0070038,150.5269928,153.0090027,0
2024/11/28,151.3359985,151.9409943,151.2890015,151.3359985,0
2024/11/29,151.173996,151.1849976,149.5899963,151.173996,0
2024/12/2,149.897995,150.7400055,149.1179962,149.8159943,0
2024/12/3,149.5079956,150.2149963,148.651001,149.5079956,0
2024/12/4,149.6470032,151.2169952,149.5370026,149.6470032,0
2024/12/5,150.5670013,150.6840057,149.6649933,150.5670013,0
2024/12/6,150.2070007,150.6829987,149.4199982,150.2070007,0
2024/12/9,150.0299988,151.2489929,149.6970062,149.9309998,0
2024/12/10,151.4080048,152.1670074,150.9109955,151.4080048,0
2024/12/11,151.8070068,152.7700043,151.197998,151.8070068,0
2024/12/12,152.2449951,152.7680054,151.8359985,152.2449951,0
2024/12/13,152.5870056,153.7709961,152.6000061,152.5870056,0
2024/12/16,153.4530029,154.473999,153.326004,153.4530029,0
2024/12/17,154.0859985,154.3280029,153.3999939,154.0859985,0
2024/12/18,153.5720062,154.072998,153.3379974,153.5720062,0
2024/12/19,154.6730042,157.7910004,154.4629974,154.6730042,0
2024/12/20,157.6439972,157.8730011,156.1029968,157.6439972,0
2024/12/23,156.5330048,157.2599945,156.3359985,156.5330048,0
2024/12/24,157.1649933,157.3769989,156.8999939,157.1649933,0
2024/12/25,157.1069946,157.8609924,146.2019958,157.1069946,0
2024/12/26,157.1329956,158.0749969,157.0800018,157.1329956,0
2024/12/27,157.7480011,157.9149933,157.352005,157.7480011,0
2024/12/30,157.8730011,158.0590057,156.6679993,157.8730011,0
2024/12/31,156.9949951,157.4100037,156.0429993,156.9949951,0
2025/1/2,157.7189941,157.7649994,156.4490051,157.7189941,0
2025/1/3,157.3619995,157.4810028,157.0279999,157.3619995,0
2025/1/6,157.4810028,157.9499969,156.2740021,157.4810028,0
2025/1/7,157.7429962,158.4210052,157.3899994,157.7429962,0
2025/1/8,158.2359924,158.5429993,157.9019928,158.2359924,0
2025/1/9,158.1920013,158.3040009,157.5809937,158.1920013,0
2025/1/10,158.0480042,158.8569946,157.2250061,158.0480042,0
2025/1/13,157.8869934,157.9550018,156.9089966,157.8869934,0
2025/1/14,157.3639984,158.121994,157.1490021,157.3639984,0
2025/1/15,158.0500031,158.0820007,155.9689941,158.0500031,0
2025/1/16,156.2550049,156.5039978,155.1190033,156.2550049,0
2025/1/17,155.3560028,156.3650055,154.9830017,155.3560028,0
2025/1/20,156.3059998,156.4570007,155.4230042,156.3059998,0
2025/1/21,155.2489929,156.1609955,154.7980042,155.2489929,0
2025/1/22,155.7740021,156.6349945,155.3849945,155.7740021,0
2025/1/23,156.4400024,156.746994,155.8739929,156.4400024,0
2025/1/24,156.1549988,156.5679932,154.8619995,156.1549988,0
2025/1/27,155.7440033,156.2259979,153.7250061,155.7440033,0
2025/1/28,154.9089966,155.970993,154.8070068,154.9089966,0
2025/1/29,155.5590057,155.7769928,154.9730072,155.5590057,0
2025/1/30,155.1699982,155.1759949,153.802002,155.1699982,0
2025/1/31,154.0970001,154.9940033,153.9320068,154.0970001,0
2025/2/3,155.3630066,155.8639984,154.0189972,155.3630066,0
2025/2/4,155.2769928,155.4909973,154.473999,155.2769928,0
2025/2/5,154.1329956,154.348999,152.1170044,154.1329956,0
2025/2/6,152.6060028,152.8609924,151.6840057,152.6060028,0
2025/2/7,151.1929932,152.2769928,150.9440002,151.1929932,0
2025/2/10,151.845993,152.5249939,151.5789948,151.845993,0
2025/2/11,151.7590027,152.5789948,151.6869965,151.7590027,0
2025/2/12,152.7389984,154.7920074,152.7389984,152.7389984,0
2025/2/13,154.2550049,154.6470032,152.9320068,154.2550049,0
2025/2/14,152.9889984,153.0789948,152.029007,152.9889984,0
2025/2/17,152.022995,152.0950012,151.3379974,152.022995,0
2025/2/18,151.4440002,152.2070007,151.4360046,151.4440002,0
2025/2/19,151.9309998,152.2980042,151.2550049,151.9309998,0
2025/2/20,151.2200012,151.2089996,149.4920044,151.2200012,0
2025/2/21,149.4080048,150.7350006,149.4109955,149.4080048,0
2025/2/24,149.3869934,149.8600006,148.8439941,149.3869934,0
2025/2/25,149.8639984,150.2870026,148.595993,149.8639984,0
2025/2/26,149.0780029,149.8849945,148.6580048,149.0780029,0
2025/2/27,148.8379974,150.1470032,148.802002,148.8379974,0
2025/2/28,150.0119934,150.9649963,149.1069946,150.0119934,0
2025/3/3,150.7709961,151.298996,149.9490051,150.7709961,0
2025/3/4,149.3049927,149.5570068,148.1029968,149.3049927,0
